k,img,e_abs,e_rel,delta,resid,psnr,inner_k,inner_cum,tv_ratio,ref_check,alpha,beta,m_k
43,1,nan,nan,1.069404e-04,nan,2.273761e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.292223e-01,1.136364e-03,0.000000e+00
43,2,nan,nan,1.138785e-04,nan,2.277826e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.151825e-01,1.136364e-03,0.000000e+00
44,0,nan,nan,9.595816e-05,nan,2.642409e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.459503e-01,1.111111e-03,0.000000e+00
44,1,nan,nan,1.027633e-04,nan,2.273767e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.308890e-01,1.111111e-03,0.000000e+00
44,2,nan,nan,1.093495e-04,nan,2.277833e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.168220e-01,1.111111e-03,0.000000e+00
45,0,7.353690e-02,4.958994e-03,9.178147e-05,7.389095e-02,2.642399e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.462478e-01,1.086956e-03,0.000000e+00
45,1,1.698189e-01,4.211668e-03,9.780661e-05,1.735169e-01,2.273773e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.299409e-01,1.086956e-03,0.000000e+00
45,2,1.703606e-01,3.926094e-03,1.041513e-04,1.740517e-01,2.277839e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.160915e-01,1.086956e-03,0.000000e+00
46,0,nan,nan,8.786625e-05,nan,2.642390e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.466149e-01,1.063830e-03,0.000000e+00
46,1,nan,nan,9.376984e-05,nan,2.273779e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.314228e-01,1.063830e-03,0.000000e+00
46,2,nan,nan,9.989382e-05,nan,2.277845e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.173249e-01,1.063830e-03,0.000000e+00
47,0,nan,nan,8.419293e-05,nan,2.642381e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.469821e-01,1.041667e-03,0.000000e+00
47,1,nan,nan,9.008605e-05,nan,2.273785e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.314325e-01,1.041667e-03,0.000000e+00
47,2,nan,nan,9.589193e-05,nan,2.277851e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.172446e-01,1.041667e-03,0.000000e+00
48,0,nan,nan,8.076006e-05,nan,2.642373e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.473445e-01,1.020408e-03,0.000000e+00
48,1,nan,nan,8.564212e-05,nan,2.273790e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.311641e-01,1.020408e-03,0.000000e+00
48,2,nan,nan,9.123587e-05,nan,2.277857e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.171680e-01,1.020408e-03,0.000000e+00
49,0,nan,nan,7.755867e-05,nan,2.642364e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.476472e-01,1.000000e-03,0.000000e+00
49,1,nan,nan,8.332173e-05,nan,2.273795e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.335300e-01,1.000000e-03,0.000000e+00
49,2,nan,nan,8.872755e-05,nan,2.277862e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.192120e-01,1.000000e-03,0.000000e+00
50,0,7.358809e-02,4.962431e-03,7.448530e-05,7.390049e-02,2.642356e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.478559e-01,9.803922e-04,0.000000e+00
50,1,1.701422e-01,4.219674e-03,7.957377e-05,1.734724e-01,2.273800e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.307127e-01,9.803922e-04,0.000000e+00
50,2,1.706848e-01,3.933554e-03,8.473604e-05,1.740080e-01,2.277868e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.166562e-01,9.803922e-04,0.000000e+00
51,0,nan,nan,7.162586e-05,nan,2.642349e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.482520e-01,9.615385e-04,0.000000e+00
51,1,nan,nan,7.631733e-05,nan,2.273805e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.323771e-01,9.615385e-04,0.000000e+00
51,2,nan,nan,8.120792e-05,nan,2.277872e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.182203e-01,9.615385e-04,0.000000e+00
52,0,nan,nan,6.894731e-05,nan,2.642341e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.485126e-01,9.433962e-04,0.000000e+00
52,1,nan,nan,7.326786e-05,nan,2.273810e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.332357e-01,9.433962e-04,0.000000e+00
52,2,nan,nan,7.808839e-05,nan,2.277877e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.191896e-01,9.433962e-04,0.000000e+00
53,0,nan,nan,6.634685e-05,nan,2.642334e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.486939e-01,9.259259e-04,0.000000e+00
53,1,nan,nan,7.162108e-05,nan,2.273814e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.340286e-01,9.259259e-04,0.000000e+00
53,2,nan,nan,7.624609e-05,nan,2.277882e+01,0.000000e+00,4.420000e+02,9.996431e-01,nan,2.195816e-01,9.259259e-04,0.000000e+00
54,0,nan,nan,6.397587e-05,nan,2.642328e+01,0.000000e+00,4.420000e+02,1.004211e+00,nan,2.491290e-01,9.090909e-04,0.000000e+00
54,1,nan,nan,6.800135e-05,nan,2.273819e+01,0.000000e+00,4.420000e+02,1.000598e+00,nan,2.307830e-01,9.090909e-04,0.000000e+00
