k,img,e_abs,e_rel,delta,resid,psnr,inner_k,inner_cum,tv_ratio,ref_check,alpha,beta,m_k
37,2,nan,nan,4.386843e-02,nan,2.421078e+01,9.000000e+00,2.620000e+02,1.000073e+00,nan,7.621552e-04,1.315790e-03,9.000000e+00
38,0,nan,nan,4.887217e-03,nan,2.647542e+01,9.000000e+00,2.710000e+02,1.001428e+00,nan,6.402710e-03,1.282051e-03,9.000000e+00
38,1,nan,nan,4.687924e-02,nan,2.420522e+01,9.000000e+00,2.710000e+02,1.000034e+00,nan,6.801307e-04,1.282051e-03,9.000000e+00
38,2,nan,nan,4.249340e-02,nan,2.423357e+01,9.000000e+00,2.710000e+02,1.000051e+00,nan,7.493569e-04,1.282051e-03,9.000000e+00
39,0,nan,nan,4.633378e-03,nan,2.647576e+01,9.000000e+00,2.800000e+02,1.001378e+00,nan,6.394232e-03,1.250000e-03,9.000000e+00
39,1,nan,nan,4.554864e-02,nan,2.422653e+01,9.000000e+00,2.800000e+02,1.000033e+00,nan,6.666064e-04,1.250000e-03,9.000000e+00
39,2,nan,nan,4.122069e-02,nan,2.425520e+01,9.000000e+00,2.800000e+02,1.000051e+00,nan,7.354083e-04,1.250000e-03,9.000000e+00
40,0,2.850400e-02,1.916052e-03,4.436749e-03,3.035889e-02,2.647613e+01,9.000000e+00,2.890000e+02,1.001329e+00,nan,6.419550e-03,1.219512e-03,9.000000e+00
40,1,3.156469e-03,7.768045e-05,4.421376e-02,5.138995e-02,2.424654e+01,9.000000e+00,2.890000e+02,1.000032e+00,nan,6.530205e-04,1.219512e-03,9.000000e+00
40,2,2.982993e-03,6.827238e-05,4.003919e-02,4.690885e-02,2.427561e+01,9.000000e+00,2.890000e+02,1.000049e+00,nan,7.215841e-04,1.219512e-03,9.000000e+00
41,0,nan,nan,4.268778e-03,nan,2.647653e+01,9.000000e+00,2.980000e+02,1.001282e+00,nan,6.388613e-03,1.190476e-03,9.000000e+00
41,1,nan,nan,4.300418e-02,nan,2.426536e+01,9.000000e+00,2.980000e+02,1.000026e+00,nan,6.410825e-04,1.190476e-03,9.000000e+00
41,2,nan,nan,3.894391e-02,nan,2.429486e+01,9.000000e+00,2.980000e+02,1.000047e+00,nan,7.079231e-04,1.190476e-03,9.000000e+00
42,0,nan,nan,4.126491e-03,nan,2.647692e+01,9.000000e+00,3.070000e+02,1.001237e+00,nan,6.334751e-03,1.162791e-03,9.000000e+00
42,1,nan,nan,4.180844e-02,nan,2.428307e+01,9.000000e+00,3.070000e+02,1.000031e+00,nan,6.288143e-04,1.162791e-03,9.000000e+00
42,2,nan,nan,3.771169e-02,nan,2.431295e+01,9.000000e+00,3.070000e+02,1.000071e+00,nan,6.943743e-04,1.162791e-03,9.000000e+00
43,0,nan,nan,4.002210e-03,nan,2.647730e+01,9.000000e+00,3.160000e+02,1.001191e+00,nan,6.258694e-03,1.136364e-03,9.000000e+00
43,1,nan,nan,4.068630e-02,nan,2.429971e+01,9.000000e+00,3.160000e+02,1.000030e+00,nan,6.177328e-04,1.136364e-03,9.000000e+00
43,2,nan,nan,3.644959e-02,nan,2.432980e+01,9.000000e+00,3.160000e+02,1.000075e+00,nan,6.848393e-04,1.136364e-03,9.000000e+00
44,0,nan,nan,3.874595e-03,nan,2.647767e+01,9.000000e+00,3.250000e+02,1.001148e+00,nan,6.169431e-03,1.111111e-03,9.000000e+00
44,1,nan,nan,3.963587e-02,nan,2.431529e+01,9.000000e+00,3.250000e+02,1.000029e+00,nan,6.068716e-04,1.111111e-03,9.000000e+00
44,2,nan,nan,3.536528e-02,nan,2.434570e+01,9.000000e+00,3.250000e+02,1.000071e+00,nan,6.774112e-04,1.111111e-03,9.000000e+00
45,0,2.571423e-02,1.728370e-03,3.762230e-03,2.733625e-02,2.647806e+01,9.000000e+00,3.340000e+02,1.001113e+00,nan,6.098570e-03,1.086956e-03,9.000000e+00
45,1,2.717568e-03,6.683984e-05,3.861382e-02,4.496270e-02,2.432991e+01,9.000000e+00,3.340000e+02,1.000030e+00,nan,5.961643e-04,1.086956e-03,9.000000e+00
45,2,2.657781e-03,6.080107e-05,3.429699e-02,4.017830e-02,2.436070e+01,9.000000e+00,3.340000e+02,1.000066e+00,nan,6.681551e-04,1.086956e-03,9.000000e+00
46,0,nan,nan,3.657146e-03,nan,2.647845e+01,9.000000e+00,3.430000e+02,1.001078e+00,nan,6.016293e-03,1.063830e-03,9.000000e+00
46,1,nan,nan,3.760352e-02,nan,2.434369e+01,9.000000e+00,3.430000e+02,1.000031e+00,nan,5.861807e-04,1.063830e-03,9.000000e+00
46,2,nan,nan,3.331978e-02,nan,2.437492e+01,9.000000e+00,3.430000e+02,1.000060e+00,nan,6.599610e-04,1.063830e-03,9.000000e+00
47,0,nan,nan,3.567023e-03,nan,2.647884e+01,9.000000e+00,3.520000e+02,1.001042e+00,nan,5.933968e-03,1.041667e-03,9.000000e+00
47,1,nan,nan,3.661086e-02,nan,2.435661e+01,9.000000e+00,3.520000e+02,1.000037e+00,nan,5.771106e-04,1.041667e-03,9.000000e+00
47,2,nan,nan,3.237992e-02,nan,2.438838e+01,9.000000e+00,3.520000e+02,1.000062e+00,nan,6.513065e-04,1.041667e-03,9.000000e+00
48,0,nan,nan,3.480309e-03,nan,2.647924e+01,9.000000e+00,3.610000e+02,1.001006e+00,nan,5.838105e-03,1.020408e-03,9.000000e+00
48,1,nan,nan,3.563686e-02,nan,2.436874e+01,9.000000e+00,3.610000e+02,1.000046e+00,nan,5.688109e-04,1.020408e-03,9.000000e+00
48,2,nan,nan,3.148917e-02,nan,2.440114e+01,9.000000e+00,3.610000e+02,1.000059e+00,nan,6.431349e-04,1.020408e-03,9.000000e+00
49,0,nan,nan,3.343996e-03,nan,2.647965e+01,9.000000e+00,3.700000e+02,1.000973e+00,nan,5.746616e-03,1.000000e-03,9.000000e+00
49,1,nan,nan,3.468280e-02,nan,2.438011e+01,9.000000e+00,3.700000e+02,1.000046e+00,nan,5.612167e-04,1.000000e-03,9.000000e+00
49,2,nan,nan,3.057044e-02,nan,2.441316e+01,9.000000e+00,3.700000e+02,1.000065e+00,nan,6.351389e-04,1.000000e-03,9.000000e+00
50,0,2.331242e-02,1.566835e-03,3.183597e-03,2.476399e-02,2.648008e+01,9.000000e+00,3.790000e+02,1.000940e+00,nan,5.748624e-03,9.803922e-04,9.000000e+00
50,1,2.535568e-03,6.233247e-05,3.378188e-02,3.951514e-02,2.439067e+01,9.000000e+00,3.790000e+02,1.000040e+00,nan,5.542625e-04,9.803922e-04,9.000000e+00
50,2,2.385488e-03,5.455123e-05,2.965266e-02,3.486314e-02,2.442451e+01,9.000000e+00,3.790000e+02,1.000071e+00,nan,6.288224e-04,9.803922e-04,9.000000e+00
51,0,nan,nan,3.081839e-03,nan,2.648051e+01,9.000000e+00,3.880000e+02,1.000909e+00,nan,5.808249e-03,9.615385e-04,9.000000e+00
51,1,nan,nan,3.299061e-02,nan,2.440052e+01,9.000000e+00,3.880000e+02,1.000029e+00,nan,5.473681e-04,9.615385e-04,9.000000e+00
51,2,nan,nan,2.881188e-02,nan,2.443525e+01,9.000000e+00,3.880000e+02,1.000060e+00,nan,6.235907e-04,9.615385e-04,9.000000e+00
52,0,nan,nan,2.997247e-03,nan,2.648095e+01,9.000000e+00,3.970000e+02,1.000881e+00,nan,5.775749e-03,9.433962e-04,9.000000e+00
52,1,nan,nan,3.220475e-02,nan,2.440978e+01,9.000000e+00,3.970000e+02,1.000027e+00,nan,5.395453e-04,9.433962e-04,9.000000e+00
52,2,nan,nan,2.806563e-02,nan,2.444542e+01,9.000000e+00,3.970000e+02,1.000044e+00,nan,6.177983e-04,9.433962e-04,9.000000e+00
53,0,nan,nan,2.920810e-03,nan,2.648138e+01,9.000000e+00,4.060000e+02,1.000855e+00,nan,5.720841e-03,9.259259e-04,9.000000e+00
53,1,nan,nan,3.148490e-02,nan,2.441846e+01,9.000000e+00,4.060000e+02,1.000029e+00,nan,5.324301e-04,9.259259e-04,9.000000e+00
53,2,nan,nan,2.736098e-02,nan,2.445501e+01,9.000000e+00,4.060000e+02,1.000042e+00,nan,6.109530e-04,9.259259e-04,9.000000e+00
54,0,nan,nan,2.909902e-03,nan,2.648182e+01,1.000000e+01,4.160000e+02,1.000831e+00,nan,5.659021e-03,9.090909e-04,1.000000e+01
54,1,nan,nan,3.131232e-02,nan,2.442674e+01,1.000000e+01,4.160000e+02,1.000025e+00,nan,5.249795e-04,9.090909e-04,1.000000e+01
54,2,nan,nan,2.697698e-02,nan,2.446426e+01,1.000000e+01,4.160000e+02,1.000056e+00,nan,6.041058e-04,9.090909e-04,1.000000e+01
